id,food_group_id,long_desc,short_desc,common_names,manufac_name,survey,ref_desc,refuse,sci_name,nitrogen_factor,protein_factor,fat_factor,calorie_factor,Protein (g),Total lipid (fat) (g),"Carbohydrate, by difference (g)",Ash (g),Energy (kcal),"Alcohol, ethyl (g)",Water (g),Caffeine (mg),Theobromine (mg),Energy (kJ),"Sugars, total (g)","Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Magnesium, Mg (mg)","Phosphorus, P (mg)","Potassium, K (mg)","Sodium, Na (mg)","Zinc, Zn (mg)","Copper, Cu (mg)","Fluoride, F (mcg)","Manganese, Mn (mg)","Selenium, Se (mcg)","Vitamin A, IU (IU)",Retinol (mcg),"Vitamin A, RAE (mcg)","Carotene, beta (mcg)","Carotene, alpha (mcg)",Vitamin E (alpha-tocopherol) (mg),Vitamin D (IU),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (D2 + D3) (mcg),"Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),"Tocopherol, beta (mg)","Tocopherol, gamma (mg)","Tocopherol, delta (mg)","Tocotrienol, alpha (mg)","Tocotrienol, beta (mg)","Tocotrienol, gamma (mg)","Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Pantothenic acid (mg),Vitamin B-6 (mg),"Folate, total (mcg)",Vitamin B-12 (mcg),"Choline, total (mg)",Vitamin K (phylloquinone) (mcg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg)",Betaine (mg),Tryptophan (g),Threonine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Cystine (g),Phenylalanine (g),Tyrosine (g),Valine (g),Arginine (g),Histidine (g),Alanine (g),Aspartic acid (g),Glutamic acid (g),Glycine (g),Proline (g),Serine (g),"Vitamin E, added (mg)","Vitamin B-12, added (mcg)",Cholesterol (mg),"Fatty acids, total trans (g)","Fatty acids, total saturated (g)",4:0 (g),6:0 (g),8:0 (g),10:0 (g),12:0 (g),14:0 (g),16:0 (g),18:0 (g),20:0 (g),18:1 undifferentiated (g),18:2 undifferentiated (g),18:3 undifferentiated (g),20:4 undifferentiated (g),22:6 n-3 (DHA) (g),16:1 undifferentiated (g),18:4 (g),20:1 (g),20:5 n-3 (EPA) (g),22:1 undifferentiated (g),22:5 n-3 (DPA) (g),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",17:0 (g),18:1 t (g),18:2 i (g),18:2 CLAs (g),16:1 c (g),18:1 c (g),"18:2 n-6 c,c (g)","Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)","18:3 n-3 c,c,c (ALA) (g)",Starch (g),Sucrose (g),Glucose (dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Adjusted Protein (g),Galactose (g),Vitamin D2 (ergocalciferol) (mcg),Menaquinone-4 (mcg),Dihydrophylloquinone (mcg),Hydroxyproline (g),22:0 (g),14:1 (g),Phytosterols (mg),15:0 (g),24:0 (g),16:1 t (g),22:1 t (g),18:2 t not further defined (g),"18:2 t,t (g)",24:1 c (g),"20:2 n-6 c,c (g)",22:1 c (g),"18:3 n-6 c,c,c (g)",17:1 (g),20:3 undifferentiated (g),13:0 (g),15:1 (g),20:3 n-3 (g),20:3 n-6 (g),20:4 n-6 (g),18:3i (g),21:5 (g),22:4 (g),18:1-11 t (18:1t n-7) (g)
1029,100,"Cheese, mozzarella, low moisture, part-skim","CHEESE,MOZZARELLA,LO MOIST,PART-SKIM",,,Y,,0,,,,,,24.58,19.72,6.36,3.8,301,0,45.54,0,0,1260,2.24,0,716,0.23,29,537,131,682,3.61,0.034,,0.041,26.8,846,254,254,0,0,0.43,15,0.4,0.4,0,0,0,0,0.05,0,0,0,0,0,0,0.059,0.348,0.144,0.415,0.111,27,1.82,14.2,1.3,0,27,27,0.7,0.571,1.09,1.259,2.024,1.07,0.571,0.128,1.121,1.156,1.465,0.571,0.571,0.784,1.81,4.943,0.571,2.607,0.814,0,0,65,0.709,11.473,0.396,0.335,0.209,0.503,0.573,1.842,5.201,2.066,0.028,4.558,0.706,0.076,0.03,0,0.292,0,0.036,0.006,0,0.011,,,,5.104,0.861,0.116,0.515,,0.097,0.238,4.043,0.471,0.569,0.14,0.073,,0,0,0,1.45,0,,0.75,,4.1,0,0,0.007,0.181,,0.192,0.005,0.054,0,0.138,,0,0.005,0,0,0.037,0.022,,0,0,0.021,,0.002,,0.006,
1030,100,"Cheese, muenster","CHEESE,MUENSTER",,,Y,,0,,6.38,4.27,8.79,3.87,23.41,30.04,1.12,3.66,368,0,41.77,0,0,1541,1.12,0,717,0.41,27,468,134,628,2.81,0.031,,0.008,14.5,1012,297,298,13,0,0.26,22,0.6,0.6,0,0,0,,,,,,,,0,0.013,0.32,0.103,0.19,0.056,12,1.47,15.4,2.5,0,12,12,,0.327,0.888,1.145,2.26,2.139,0.569,0.132,1.24,1.123,1.482,0.881,0.829,0.675,1.6,5.555,0.44,2.594,1.299,0,0,96,,19.113,1.042,0.243,0.275,0.586,0.367,3.072,9.218,3.569,,7.338,0.431,0.23,0,0,0.973,0,0,0,0,0,,,,8.711,0.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,100,"Cheese, neufchatel","CHEESE,NEUFCHATEL",,,,,0,,6.38,4.27,8.79,3.87,9.15,22.78,3.59,1.37,253,,63.11,,,1059,3.19,0,117,0.13,10,138,152,334,0.82,0.027,,0.011,3,841,239,241,27,0,0.4,,,,0,0,,0,0.03,0,0,0,0,0,0,0.022,0.155,0.21,0.575,0.041,14,0.3,,1.7,0,14,14,,0.106,0.359,0.501,1.013,0.875,0.294,0.064,0.448,0.468,0.609,0.363,0.27,0.283,0.794,2.013,0.218,1.027,0.577,,,74,,12.79,0.609,0.21,0.242,0.548,0.607,2.025,5.633,2.555,0.033,5.326,0.696,0.117,0.039,,0.297,,0,,,,,,,5.784,0.97,0.119,,,,,,,,,0.117,0.5,0,0,0,3.19,0,,0,,9.3,0,0,0,0.161,,0.209,,,,,,,0,,0,0,0,,0,,,,,,,
1032,100,"Cheese, parmesan, grated","CHEESE,PARMESAN,GRATED",,,Y,,0,,6.38,4.27,8.79,3.87,28.42,27.84,13.91,7.18,420,0,22.65,0,0,1757,0.07,0,853,0.49,34,627,180,1804,4.2,0.04,,0.071,34.4,974,255,262,73,0,0.53,21,0.5,0.5,0,0,0,0,0.01,0,0,0,0,0,0,0.026,0.358,0.08,0.45,0.081,6,1.4,14.1,1.7,0,6,6,0.2,0.383,1.075,1.455,2.747,2.201,0.751,0.09,1.538,1.72,1.865,1.157,0.806,0.859,1.975,6.425,0.56,3.415,1.694,0,0,86,0.876,15.371,0.493,0.422,0.265,0.632,0.726,2.333,7.481,2.565,0.046,6.441,1.175,0.106,0.04,0,0.365,0,0.049,0,0.001,0.015,,,,7.13,1.386,0.148,0.626,,0.136,0.287,5.815,0.87,0.704,0.172,0.102,,0,0,0,0,0,,0.07,,7.1,0,,0.012,0.229,,0.24,0.009,0.078,0,0.169,,0,0.006,0.001,0.002,0.045,0.027,,0,0.002,0.026,,0.003,,0.007,
1033,100,"Cheese, parmesan, hard","CHEESE,PARMESAN,HARD",,,Y,,0,,6.38,4.27,8.79,3.87,35.75,25.83,3.22,6.04,392,0,29.16,0,0,1641,0.8,0,1184,0.82,44,694,92,1376,2.75,0.032,,0.02,22.5,781,201,207,66,0,0.22,19,0.5,0.5,0,0,0,,,,,,,,0,0.039,0.332,0.271,0.453,0.091,7,1.2,15.4,1.7,0,7,7,,0.482,1.317,1.894,3.452,3.306,0.958,0.235,1.922,1.995,2.454,1.317,1.384,1.048,2.236,8.209,0.622,4.18,2.068,0,0,68,,16.41,1.299,0.487,0.26,0.648,0.873,2.911,6.966,2.301,,6.656,0.272,0.297,0,0,0.394,0,0,0,0,0,,,,7.515,0.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,100,"Cheese, port de salut","CHEESE,PORT DE SALUT",,,Y,,0,,6.38,4.27,8.79,3.87,23.78,28.2,0.57,2,352,0,45.45,0,0,1471,0.57,0,650,0.43,24,360,136,534,2.6,0.022,,0.011,14.5,1092,313,315,29,0,0.24,21,0.5,0.5,0,0,0,,,,,,,,0,0.014,0.24,0.06,0.21,0.053,18,1.5,15.4,2.4,0,18,18,,0.343,0.876,1.446,2.482,1.987,0.734,0.134,1.323,1.42,1.707,0.827,0.686,0.79,1.752,5.349,0.485,2.892,1.357,0,0,123,,16.691,1.027,0.556,0.336,0.681,0.768,2.724,6.638,3.35,,8.051,0.378,0.351,0,0,0.833,0,0,0,0,0,,,,9.338,0.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,100,"Cheese, provolone","CHEESE,PROVOLONE",,,Y,,0,,6.38,4.27,8.79,3.87,25.58,26.62,2.14,4.71,351,0,40.95,0,0,1471,0.56,0,756,0.52,28,496,138,876,3.23,0.026,,0.01,14.5,880,230,236,68,0,0.23,20,0.5,0.5,0,0,0,,,,,,,,0,0.019,0.321,0.156,0.476,0.073,10,1.46,15.4,2.2,0,10,10,,0.345,0.982,1.091,2.297,2.646,0.686,0.116,1.287,1.52,1.64,1.022,1.115,0.706,1.744,6.235,0.433,2.766,1.471,0,0,69,,17.078,0.981,0.37,0.256,0.482,0.355,2.748,8.159,3.063,,6.164,0.494,0.275,0,0,0.878,0,0,0,0,0,,,,7.393,0.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,100,"Cheese, ricotta, whole milk","CHEESE,RICOTTA,WHOLE MILK",,,Y,,0,,6.38,4.27,8.79,3.87,11.26,12.98,3.04,1.02,174,0,71.7,0,0,728,0.27,0,207,0.38,11,158,105,84,1.16,0.021,,0.006,14.5,445,117,120,33,0,0.11,10,0.2,0.2,0,0,0,,,,,,,,0,0.013,0.195,0.104,0.213,0.043,12,0.34,17.5,1.1,0,12,12,,0.125,0.517,0.589,1.221,1.338,0.281,0.099,0.556,0.589,0.692,0.632,0.459,0.499,0.995,2.446,0.295,1.066,0.575,0,0,51,,8.295,0.574,0.093,0.119,0.229,0.158,1.364,4.057,1.281,,2.872,0.273,0.112,0,0,0.532,0,0,0,0,0,,,,3.627,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,100,"Cheese, ricotta, part skim milk","CHEESE,RICOTTA,PART SKIM MILK",,,Y,,0,,6.38,4.27,8.79,3.87,11.39,7.91,5.14,1.15,138,0,74.41,0,0,578,0.31,0,272,0.44,15,183,125,99,1.34,0.034,,0.01,16.7,384,105,107,20,0,0.07,6,0.1,0.1,0,0,0,,,,,,,,0,0.021,0.185,0.078,0.242,0.02,13,0.29,16.3,0.7,0,13,13,,0.127,0.523,0.596,1.235,1.353,0.284,0.1,0.562,0.596,0.7,0.639,0.464,0.505,1.007,2.474,0.298,1.078,0.582,0,0,31,,4.927,0.254,0.065,0.073,0.151,0.105,0.808,2.442,0.866,,1.92,0.19,0.07,0,0,0.277,0,0,0,0,0,,,,2.314,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,100,"Cheese, romano","CHEESE,ROMANO",,,Y,,0,,6.38,4.27,8.79,3.87,31.8,26.94,3.63,6.72,387,0,30.91,0,0,1618,0.73,0,1064,0.77,41,760,86,1433,2.58,0.03,,0.02,14.5,415,90,96,69,0,0.23,20,0.5,0.5,0,0,0,,,,,,,,0,0.037,0.37,0.077,0.424,0.085,7,1.12,15.4,2.2,0,7,7,,0.429,1.171,1.685,3.071,2.941,0.852,0.209,1.71,1.775,2.183,1.171,1.231,0.932,1.989,7.302,0.553,3.718,1.84,0,0,104,,17.115,1.355,0.508,0.271,0.671,0.911,3.036,7.265,2.4,,6.942,0.284,0.31,0,0,0.411,0,0,0,0,0,,,,7.838,0.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,100,"Cheese, roquefort","CHEESE,ROQUEFORT",,,,,0,,6.38,4.27,8.79,3.87,21.54,30.64,2,6.44,369,,39.38,,,1544,,0,662,0.56,30,392,91,1809,2.08,0.034,,0.03,14.5,1047,290,294,,,,,,,,,,,,,,,,,0,0.04,0.586,0.734,1.731,0.124,49,0.64,,,0,49,49,,0.303,0.965,1.217,2.114,1.848,0.558,0.126,1.023,1.012,1.614,0.713,0.602,0.969,1.181,3.67,0.148,2.089,1.772,,,90,,19.263,0.877,0.66,0.674,2.163,1.295,3.25,6.57,3.141,,7.456,0.616,0.704,0,,0.73,,,,,,,,,8.474,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,100,"Cheese, swiss","CHEESE,SWISS",,,Y,,0,,6.38,4.27,8.79,3.87,26.93,27.8,5.38,2.77,380,0,37.12,0,0,1591,1.32,0,791,0.2,38,567,77,70,4.36,0.043,,0.005,18.2,830,214,220,70,0,0.38,20,0.5,0.5,0,0,0,0,0.03,0,0,0,0,0,0,0.063,0.296,0.092,0.429,0.083,6,3.34,15.5,2.5,0,6,6,0.6,0.401,1.038,1.537,2.959,2.585,0.784,0.29,1.662,1.693,2.139,0.927,1.065,0.914,1.569,5.704,0.508,3.69,1.64,0,0,92,,17.779,1.102,0.488,0.289,0.625,0.521,3.062,7.79,3.248,,6.017,0.62,0.352,0,0,0.879,0,0,0,0,0,,,,7.274,0.972,,,,,,,,,,,,0.14,0.48,,0.06,0.62,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1041,100,"Cheese, tilsit","CHEESE,TILSIT",,,,,0,,6.38,4.27,8.79,3.87,24.41,25.98,1.88,4.87,340,0,42.86,,,1422,,0,700,0.23,13,500,65,753,3.5,0.026,,0.013,14.5,1045,236,249,,,,,,,,,,,,,,,,,0,0.061,0.359,0.205,0.346,0.065,20,2.1,,,0,20,20,,0.352,0.899,1.484,2.548,2.039,0.754,0.138,1.358,1.458,1.752,0.849,0.704,0.811,1.798,5.49,0.497,2.969,1.393,,,102,,16.775,0.878,0.536,0.381,0.748,1.073,2.608,7.675,2.19,,6.073,0.398,0.323,0,0,0.668,0,0,0,0,0,,,,7.136,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,100,"Cheese, pasteurized process, American, fortified with vitamin D","CHEESE,PAST PROCESS,AMERICAN,FORT W/ VITAMIN D",,,Y,,0,,6.38,4.27,8.79,3.87,18.13,30.71,4.78,6.78,366,0,39.61,0,0,1531,2.26,0,1045,0.63,26,641,132,1671,2.49,0.046,35,0.041,20.2,1131,313,317,49,0,0.8,301,7.5,7.5,7,0,21,0,0.13,0.04,0.02,0.02,0.03,0.08,0,0.015,0.234,0.076,0.403,0.054,8,1.5,19.2,3.7,0,8,8,2.7,0.232,0.772,0.938,1.716,1.516,0.475,0.11,0.939,0.916,1.187,0.518,0.546,0.613,1.551,4.073,0.359,1.788,1.093,0,0,100,1.144,18.057,0.615,0.509,0.332,0.802,0.884,2.937,8.161,3.222,0.047,7.204,1.003,0.138,0.045,0.006,0.5,0.007,0.224,0.012,0.001,0.021,,,,8.236,1.286,0.19,0.844,,0.018,0.394,6.36,0.79,0.95,0.194,0.137,,0,0,0,2.15,0,,0.11,0,14.1,,,0.021,0.245,,0.311,0.009,0.106,0,0.194,,0.001,0.009,0.001,0.001,0.061,0.034,,0,,0.033,,,,0.008,
1043,100,"Cheese, pasteurized process, pimento","CHEESE,PAST PROCESS,PIMENTO",,,Y,,0,,6.38,4.27,8.79,3.87,22.13,31.2,1.73,5.84,375,0,39.08,0,0,1571,0.62,0.1,614,0.42,22,744,162,915,2.98,0.033,,0.016,14.5,1030,231,244,150,12,0.29,22,0.5,0.5,0,0,18,,,,,,,,2.3,0.027,0.354,0.078,0.485,0.071,8,0.7,34.7,2.9,0,8,8,,0.323,0.718,1.023,1.956,2.196,0.572,0.142,1.124,1.211,1.325,0.926,0.902,0.555,1.36,4.592,0.364,2.251,1.068,0,0,94,,19.663,1.041,0.355,0.374,0.641,0.483,3.206,9.09,3.79,,7.499,0.606,0.382,0,0,1.026,0,0,0,0,0,,,,8.937,0.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,100,"Cheese, pasteurized process, swiss","CHEESE,PAST PROCESS,SWISS",,,Y,,0,,6.38,4.27,8.79,3.87,24.73,25.01,2.1,5.85,334,0,42.31,0,0,1396,1.23,0,772,0.61,29,762,216,1370,3.61,0.027,,0.014,15.9,746,192,198,63,0,0.34,18,0.5,0.5,0,0,0,,,,,,,,0,0.014,0.276,0.038,0.26,0.036,6,1.23,36.2,2.2,0,6,6,,0.36,0.802,1.143,2.186,2.454,0.64,0.159,1.256,1.353,1.481,1.035,1.008,0.62,1.519,5.132,0.407,2.516,1.194,0,0,85,,16.045,0.815,0.489,0.275,0.572,0.566,2.792,7.188,2.602,,5.896,0.342,0.28,0,0,0.677,0,0,0,0,0,,,,7.046,0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,100,"Cheese food, cold pack, American","CHEESE FD,COLD PK,AMERICAN",,,,,0,,6.38,4.27,8.79,3.87,19.66,24.46,8.32,4.44,331,,43.12,,,1386,,0,497,0.84,30,400,363,966,3.01,0.03,,0.01,16.2,705,,,,,,,,,,,,,,,,,,,0,0.03,0.446,0.074,0.977,0.141,5,1.28,,,0,5,5,,0.287,0.638,0.909,1.738,1.951,0.509,0.126,0.999,1.076,1.177,0.823,0.801,0.493,1.208,4.08,0.324,2,0.949,,,64,,15.355,0.793,0.47,0.358,0.591,0.728,2.513,6.807,2.805,,6.015,0.461,0.257,0,,0.646,,,,,,,,,7.165,0.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,100,"Cheese food, pasteurized process, American, vitamin D fortified","CHEESE FD,PAST PROCESS,AMERICAN,VITAMIN D FORT",,,Y,,0,,6.38,4.27,8.79,3.87,16.86,25.63,8.56,4.96,330,0,44,0,0,1382,5.59,0,682,0.26,27,438,255,1284,2.31,0.034,35,0.025,19.6,761,196,201,65,0,0.63,102,2.5,2.5,0,0,0,0,0.06,0.01,0.02,0.02,0.02,0.05,0,0.035,0.36,0.155,0.855,0.102,7,1.33,36.2,3.4,0,7,7,1.4,0.241,0.72,0.858,1.592,1.302,0.38,0.174,0.829,0.833,1.01,0.613,0.448,0.518,1.191,3.495,0.322,1.847,0.932,0,0,98,0.917,15.057,0.515,0.444,0.276,0.664,0.743,2.473,6.837,2.601,0.039,5.947,0.806,0.123,0.036,0.005,0.445,0.007,0.19,0.008,0,0.018,,,,6.846,1.049,0.161,0.67,,0.017,0.358,5.277,0.63,0.758,0.159,0.121,,0,0,0,5.41,0,,0.18,0,,0,,0.018,0.21,,0.263,0.008,0.087,0,0.159,,0.001,0.008,0,0.002,0.053,0.028,0.025,0,0.002,0.027,,,,0.006,
1047,100,"Cheese food, pasteurized process, swiss","CHEESE FD,PAST PROCESS,SWISS",,,,,0,,6.38,4.27,8.79,3.87,21.92,24.14,4.5,5.77,323,,43.67,,,1352,,0,723,0.6,28,526,284,1552,3.55,0.03,,0.01,16.1,856,233,237,,,,,,,,,,,,,,,,,0,0.014,0.4,0.104,0.5,0.035,6,2.3,,,0,6,6,,0.319,0.711,1.013,1.938,2.175,0.567,0.141,1.113,1.199,1.313,0.917,0.893,0.55,1.346,4.549,0.361,2.23,1.058,,,82,,15.487,0.787,0.472,0.265,0.552,0.546,2.695,6.938,2.511,,5.691,0.33,0.27,,0,0.653,0,0,0,0,0,,,,6.801,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,100,"Cheese spread, pasteurized process, American","CHEESE SPRD,PAST PROCESS,AMERICAN",,,Y,,0,,6.38,4.27,8.79,3.87,16.41,21.23,8.73,5.98,290,0,47.65,0,0,1215,7.32,0,562,0.33,29,875,242,1625,2.59,0.033,35,0.02,11.3,653,168,173,55,0,0.19,16,0.4,0.4,0,0,0,,,,,,,,0,0.048,0.431,0.131,0.686,0.117,7,0.4,36.2,1.8,0,7,7,,0.239,0.628,0.833,1.78,1.507,0.538,0.105,0.931,0.89,1.366,0.545,0.509,0.602,1.103,3.475,0.311,2.32,1.037,0,0,55,,13.327,0.688,0.408,0.311,0.513,0.632,2.181,5.908,2.434,,5.221,0.4,0.223,0,0,0.56,0,0,0,0,0,,,,6.219,0.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,100,"Cream, fluid, half and half","CREAM,FLUID,HALF AND HALF",,,Y,,0,,6.38,4.27,8.79,3.87,2.96,11.5,4.3,0.67,130,0,80.57,0,0,545,4.3,0,105,0.07,10,95,130,41,0.51,0.01,3,0.001,1.8,354,95,97,22,0,0.33,8,0.2,0.2,0,0,0,,,,,,,,0.9,0.035,0.149,0.078,0.289,0.039,3,0.33,18.7,1.3,0,3,3,0.7,0.042,0.134,0.179,0.29,0.235,0.074,0.027,0.143,0.143,0.198,0.107,0.08,0.102,0.225,0.62,0.063,0.287,0.161,0,0,37,,7.158,0.373,0.221,0.129,0.288,0.323,1.157,3.025,1.394,,2.893,0.26,0.167,0,0,0.258,0,0,0,0,0,,,,3.321,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,100,"Cream, fluid, light (coffee cream or table cream)","CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",,,Y,,0,,6.38,4.27,8.79,3.87,2.7,19.31,3.66,0.58,195,0,73.75,0,0,818,3.66,0,96,0.04,9,80,122,40,0.27,0.008,3,0.001,0.6,656,178,181,37,0,0.55,14,0.4,0.4,0,0,0,,,,,,,,0.8,0.032,0.148,0.057,0.276,0.032,2,0.22,16.8,1.7,0,2,2,,0.038,0.122,0.163,0.264,0.214,0.068,0.025,0.13,0.13,0.181,0.098,0.073,0.093,0.205,0.565,0.057,0.262,0.147,0,0,66,,12.02,0.626,0.371,0.216,0.484,0.542,1.942,5.079,2.34,,4.858,0.436,0.281,0,0,0.432,0,0,0,0,0,,,,5.577,0.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,100,"Cream, fluid, light whipping","CREAM,FLUID,LT WHIPPING",,,Y,,0,,6.38,4.27,8.79,3.87,2.17,30.91,2.96,0.46,292,0,63.5,0,0,1223,2.96,0,69,0.03,7,61,97,34,0.25,0.007,3,0.001,0.5,1013,274,279,60,0,0.88,23,0.6,0.6,0,0,0,,,,,,,,0.6,0.024,0.125,0.042,0.259,0.028,4,0.2,16.8,2.7,0,4,4,,0.031,0.098,0.131,0.213,0.172,0.054,0.02,0.105,0.105,0.145,0.079,0.059,0.075,0.165,0.454,0.046,0.21,0.118,0,0,111,,19.337,1.083,0.302,0.309,0.629,0.366,3.29,8.84,3.37,,7.658,0.618,0.266,0,0,1.01,0,0,0,0,0,,,,9.093,0.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,100,"Cream, fluid, heavy whipping","CREAM,FLUID,HVY WHIPPING",,,Y,,0,,6.38,4.27,8.79,3.87,2.05,37,2.79,0.45,345,0,57.71,0,0,1443,2.79,0,65,0.03,7,62,75,38,0.23,0.006,3,0.001,0.5,1470,405,411,72,0,1.06,27,0.7,0.7,0,0,0,,,,,,,,0.6,0.022,0.11,0.039,0.255,0.026,4,0.18,16.8,3.2,0,4,4,,0.029,0.093,0.124,0.201,0.163,0.051,0.019,0.099,0.099,0.137,0.074,0.056,0.071,0.156,0.429,0.043,0.199,0.111,0,0,137,,23.032,1.2,0.71,0.413,0.928,1.039,3.721,9.732,4.484,,9.308,0.836,0.538,0,0,0.829,0,0,0,0,0,,,,10.686,1.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,100,"Cream, whipped, cream topping, pressurized","CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",,,Y,,0,,6.38,4.27,8.79,3.87,3.2,22.22,12.49,0.76,257,0,61.33,0,0,1077,8,0,101,0.05,11,89,147,8,0.37,0.01,3,0.001,1.4,685,184,188,43,0,0.64,16,0.4,0.4,0,0,0,,,,,,,,0,0.037,0.065,0.07,0.305,0.041,3,0.29,16.8,1.9,0,3,3,,0.045,0.144,0.194,0.313,0.254,0.08,0.03,0.154,0.154,0.214,0.116,0.087,0.11,0.243,0.67,0.068,0.31,0.174,0,0,76,,13.831,0.721,0.427,0.248,0.557,0.624,2.235,5.844,2.693,,5.59,0.502,0.323,0,0,0.498,0,0,0,0,0,,,,6.418,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,100,"Cream, sour, reduced fat, cultured","CREAM,SOUR,RED FAT,CULTURED",,,Y,,0,,6.38,4.27,8.79,3.87,2.94,12,4.26,0.66,135,0,80.14,0,0,563,0.16,0,104,0.07,10,95,129,89,0.5,0.016,,0.003,2.1,372,100,102,23,0,0.34,9,0.2,0.2,0,0,0,,,,,,,,0.9,0.035,0.149,0.067,0.363,0.016,11,0.3,19.2,0.6,0,11,11,,0.041,0.133,0.178,0.288,0.233,0.074,0.027,0.142,0.142,0.197,0.106,0.08,0.101,0.223,0.616,0.063,0.285,0.16,0,0,39,,7.47,0.389,0.23,0.134,0.301,0.337,1.207,3.156,1.454,,3.019,0.271,0.175,0,0,0.269,0,0,0,0,0,,,,3.466,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,100,"Cream, sour, cultured","CREAM,SOUR,CULTURED",,,Y,,0,,6.38,4.27,8.79,3.87,2.07,19.73,2.88,0.85,193,0,74.46,0,0,809,2.88,0,110,0.17,10,115,141,47,0.38,0.019,,0.011,2.6,576,174,176,26,0,0.44,14,0.4,0.4,0,0,0,0,0.04,0,0.03,0,0,0,0.9,0.036,0.172,0.109,0.336,0.057,7,0.28,19.2,1.8,0,7,7,0.6,0.035,0.12,0.138,0.273,0.233,0.066,0.025,0.133,0.129,0.165,0.099,0.078,0.098,0.222,0.57,0.064,0.262,0.161,0,0,52,,11.507,0.68,0.402,0.2,0.447,0.521,1.739,5.043,2.186,0.026,4.557,0.607,0.101,0.032,0,0.298,0,0.031,0,0,0,,,,5.068,0.84,0.096,,,,,,,,,0.083,0,0,0,0,2.88,0,,0,,,0,,0,0.142,,0.167,,,,,,,0,,0.018,0.04,0,,0,,,,,,,
1057,100,Eggnog,EGGNOG,,,Y,,0,,6.37,4.27,8.79,3.9,4.55,4.19,8.05,0.67,88,0,82.54,0,0,367,8.05,0,130,0.2,19,109,165,54,0.46,0.013,0.2,0.005,4.2,206,58,59,7,0,0.21,49,1.2,1.2,0,0,54,0,0.08,0,0,0,0,0,1.5,0.034,0.19,0.105,0.417,0.05,1,0.45,52.2,0.3,0,1,1,0.6,0.085,0.201,0.237,0.383,0.257,0.12,0.057,0.225,0.199,0.289,0.191,0.108,0.199,0.4,0.775,0.128,0.349,0.241,0,0,59,,2.591,0.129,0.076,0.044,0.1,0.112,0.401,1.131,0.511,,1.142,0.132,0.059,0.003,0,0.101,0,0,0,0,0,,,,1.302,0.198,,,,,,,,,,,,0.04,0.07,0.04,7.84,0.04,,0.04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
